,PDF_ID,Title,Publication Year
PDF13598,55943_8012,11356_2020_8333_Article 22806..22817,2020
PDF13599,32627_4811,Comparison of Four Amendments for Arsenic and Cadmium Combined Contaminated Soil,2020
PDF13600,39298_6462,"Effects of adsorption characteristics of different amendments on heavy metals (Pb, Zn, and Cd)",2020
PDF13601,46049_7166,"Effects of biochar and 3,4-dimethylpyrazole phosphate (DMPP) on soil ammonia-oxidizing bacteria and nosZ-N2O reducers in the mitigation of N2O emissions from paddy soils",2020
PDF13602,54419_8462,11368_2020_2584_Article 2225..2235,2020
PDF13603,62030_9131,Effects of tall fescue biochar on the adsorption and desorption of atrazine in different types of soil,2020
PDF13604,58466_9069,Impact of grazing on shaping abundance and composition of active methanotrophs and methane oxidation activity in a grassland soil,2020
PDF13605,63132_9383,Influence of reusable polypropylene packing on ammonia and greenhouse gas emissions during sewage sludge composting—a lab-scale investigation,2020
PDF13606,42476_6637,Modification of sludge-based biochar and its application to phosphorus adsorption from aqueous solution,2019
PDF13607,50425_7975,Reduced nitrification by biochar and/or nitrification inhibitor is closely linked with the abundance of comammox Nitrospira in a highly acidic sugarcane soil,2020
PDF13608,70593_12198,Relationship between the chemical structure of straw and composition of main microbial groups during the decomposition of wheat and maize straws as affected by soil texture,2019
PDF13609,40450_6474,"Remediation of Cd-contaminated soils by GWC application, evaluated in terms of Cd immobilization, enzyme activities, and pakchoi cabbage uptake",2020
PDF13610,48548_7035,Simultaneous heavy metal immobilization and antibiotics removal during synergetic treatment of sewage sludge and pig manure,2020
PDF13611,47486_6797,Soil aggregation and water holding capacity of soil amended with agro-industrial byproducts and poultry litter,2020
PDF13612,45624_7097,Cysteine chemical modification for surface regulation of biochar and its application for polymetallic adsorption from aqueous solutions,2020
PDF13613,53795_9168,11356_2020_8355_Article 18196..18207,2020
PDF13614,50374_7960,Effective removal of carbamazepine and diclofenac by CuO/Cu2O/Cu-biochar composite with different adsorption mechanisms,2020
PDF13615,43352_6694,Three-dimensional self-standing Co@NC octahedron/biochar cathode for non-aqueous Li-O2 batteries: efficient catalysis for reversible formation and decomposition of LiOH,2020
PDF13616,48636_8493,Mitigating arsenic accumulation in rice (Oryza sativa L.) using Fe-Mn-La-impregnated biochar composites in arsenic-contaminated paddy soil,2020
PDF13617,56405_8869,Analysis of the performance of an integrated small-scale biomass gasification system in a Canadian context,2019
PDF13618,25111_3761,Salinity derived from sludge compost amendment is a crucial influencing factor of qualitative performance of sports-field turf,2020
PDF13619,48574_7556,374_2020_1436_Article 1..10,2020
PDF13620,37984_5902,Catalytic hydrolysis of corncob cellulosic polysaccharide into saccharides using SnO2-Co3O4/C biochar catalyst,2020
PDF13621,53706_8690,Effect of ageing process on bisphenol A sorption and retention in agricultural soils amended with biochar,2020
PDF13622,30003_4055,Effect of Maize Straw Biochar on Bacterial Communities in Agricultural Soil,2020
PDF13623,51751_8466,Effects of biochar amendment on greenhouse gas emission in two paddy soils with different textures,2020
PDF13624,70098_11348,Effects of biochar on nitrification and denitrification-mediated N2O emissions and the associated microbial community in an agricultural soil,2020
PDF13625,49459_7209,Effects of metal stabilizers on soil hydraulic characteristics and mobility of cadmium,2020
PDF13626,42278_6535,Immobilization of Lead and Cadmium in Soil Using Biochars Derived from Pig Manure and Suaeda glauca,2020
PDF13627,68595_9616,Soil nematode community and crop productivity in response to 5-year biochar and manure addition to yellow cinnamon soil,2020
PDF13628,48342_7960,The Water-Soluble Pool in Biochar Dominates Maize Plant Growth Promotion Under Biochar Amendment,2020
PDF13629,44915_6991,FEM-19062-AL 1..9,2020
PDF13630,53877_7847,Removal of ochratoxin A from liquid media using novel low-cost biosorbents,2020
PDF13631,72292_11147,Single and combined use of Cannabis sativa L. and carbon-rich materials for the removal of pesticides and endocrine-disrupting chemicals from water and soil,2020
PDF13632,52424_7521,Addition of oyster shell to enhance organic matter degradation and nitrogen conservation during anaerobic digestate composting,2020
PDF13633,36832_5581,Surfactant-facilitated alginate-biochar beads embedded with PAH-degrading bacteria and their application in wastewater treatment,2020
PDF13634,70292_10516,Effects and interactions of the agricultural waste residues and binder type on physical properties and calorific values of carbonized briquettes,2020
PDF13635,36243_5881,Passivating Effect of Dewatered Sludge and Biochar on As-Contaminated Soil,2020
PDF13636,28191_4352,"Effects of Temperature, Solution pH, and Ball-Milling Modification on the Adsorption of Non-steroidal Anti-inflammatory Drugs onto Biochar",2020
PDF13637,41587_6516,"Lanthanum molybdate/magnetite for selective phosphate removal from wastewater: characterization, performance, and sorption mechanisms",2020
PDF13638,26854_4264,b'Luyen2020_Article_PreparationOfRiceHuskBiochar-B.pdf',2019
PDF13639,53691_8229,Co-pyrolysed animal manure and bone meal-based urea hydrogen peroxide (UHP) fertilisers are an effective technique of combating ammonia emissions,2020
PDF13640,58691_9265,Sorption of urea hydrogen peroxide by co-pyrolysed bone meal and cow dung slowed-down phosphorus and nitrogen releases but boosted agronomic efficiency,2020
PDF13641,77252_11128,"As(III) adsorption onto Fe-impregnated food waste biochar: experimental investigation, modeling, and optimization using response surface methodology",2020
PDF13642,92517_15114,Greenhouse gas emissions and soil bacterial community as affected by biochar amendments after periodic mineral fertilizer applications,2020
PDF13643,59780_9470,Facile preparation of magnetic porous carbon monolith from waste corrugated cardboard box for solar steam generation and adsorption,2020
PDF13644,47718_7546,Adsorption Characteristics of Tetracycline onto Biochars as Affected by Solution Chemistry Conditions and Ball Milling Treatment,2020
PDF13645,36438_5944,Effectively reducing the bioavailability and leachability of heavy metals in sediment and improving sediment properties with a low-cost composite,2020
PDF13646,35929_5434,In situ hydrothermal synthesis of α-MnO2 nanowire/activated carbon hollow fibers from cotton stalk composite: dual-effect cyclic visible light photocatalysis performance,2020
PDF13647,96109_12220,Catalytic Hydrothermal Carbonization Treatment of Biomass for Enhanced Activated Carbon: A Review,2020
PDF13648,71065_11381,Magnetic gelatin-activated biochar synthesis from agricultural biomass for the removal of sodium diclofenac from aqueous solution: adsorption performance and external influence,2020
PDF13649,27384_4067,Biochar Application Does Not Improve the Biochemical Properties of Ni Contaminated Soil,2020
PDF13650,30402_4742,The potential of biocarbon as CO2 adsorbent in VPSA unit,2020
PDF13651,32265_4892,b'Mak_.pdf',2019
PDF13652,26700_4321,Development and performance evaluation of batch type biomass pyrolyser for agricultural residue,2020
PDF13653,68435_9834,Combined application of organic manure with urea does not alter the dominant biochemical pathway producing N2O from urea treated soil,2020
PDF13654,58760_9769,"Influence of high-dose continuous applications of pyroligneous acids on soil health assessed based on pH, moisture content and three hydrolases",2020
PDF13655,25950_3608,Biochar higher heating value estimative using thermogravimetric analysis,2019
PDF13656,34670_4897,Energetic potential of pyrolyzed biomass from different sources: a comparative study,2019
PDF13657,45216_6503,Managing soils for negative feedback to climate change and positive impact on food and nutritional security,2020
PDF13658,43076_6235,Techno-economic assessment of potato waste management in developing economies,2020
PDF13659,45962_7003,Zein-Based Materials: Effect of Nanocarbon Inclusion and Potential Applications,2020
PDF13660,67400_10652,Biochar application as a win-win strategy to mitigate soil nitrate pollution without compromising crop yields: a case study in a Mediterranean calcareous soil,2019
PDF13661,85141_12161,Residue of Corncob Gasification as Electrode of Supercapacitors: An Experimental and Theoretical Study,2020
PDF13662,45004_7265,Determination of Combustion Kinetic Data of Some Agricultural Wastes from the Galicia-Northern Portugal Euroregion,2020
PDF13663,54153_8675,Differential ability of pyrolysed biomass derived from diverse feedstocks in alleviating salinity stress,2020
PDF13664,50506_8520,Co-hydrothermal carbonization of coal waste and food waste: fuel characteristics,2020
PDF13665,45331_7362,Technoeconomic analysis of co-hydrothermal carbonization of coal waste and food waste,2020
PDF13666,39763_6206,"Carbon, Nitrogen and Phosphorus Mineralization as Influenced by Type of Organic Residues and Soil Contact Variation in Vertisol of Central India",2019
PDF13667,51958_8157,Biochar from Rice Straw for Cu2+ Removal from Aqueous Solutions: Mechanism and Contribution Made by Acid-Soluble Minerals,2020
PDF13668,46184_7018,Desiccation Cracks Mitigation Using Biomass Derived Carbon Produced from Aquatic Species in South China Sea,2020
PDF13669,62395_9407,Role of raw feedstock and biochar amendments on sorption-desorption and leaching potential of three 3H- and 14C-labelled pesticides in soils,2020
PDF13670,47085_6910,Combined effects of arbuscular mycorrhizae fungus and composted pig manure on the growth of ryegrass and uptake of Cd and Zn in the soil from an e-waste recycling site,2020
PDF13671,59124_8018,Promoting adsorption of organic pollutants via tailoring surface physicochemical properties of biomass-derived carbon-attapulgite,2020
PDF13672,63551_9978,"Effect of Coapplication of Biochar and Nutrients on Microbiocenotic Composition, Dehydrogenase Activity Index and Chemical Properties of Sandy Soil",2019
PDF13673,40875_6450,Mineralization of Organic Nitrogen in Soils with Contrasting Fertility Was Regulated Differently by ,2020
PDF13674,55085_8242,Effect of biochar application on production parameters of two cowpea cultivars planted in succession in five soils from the Brazilian semiarid region,2020
PDF13675,41850_6050,The effect of low-temperature biochar and its non-pyrolyzed composted biosolids source on the geochemical fractionation of Pb and Cd in calcareous river sediments,2020
PDF13676,135465_19463,"Mitigation of arsenic accumulation in rice: An agronomical, physico-chemical, and biological approach – A critical review",Not Found
PDF13677,36466_5188,Preparation and characterization of magnetic polyporous biochar for cellulase immobilization by physical adsorption,2020
PDF13678,55654_8307,LSST_A_1794897 1..13,2020
PDF13679,56506_9000,"Biochars evaluation for chromium pollution abatement in chromite mine wastewater and overburden of Sukinda, Odisha, India",2020
PDF13680,61702_10686,b'Mondal2020_Article_NaproxenRemovalCapacityEnhance.pdf',2020
PDF13681,70065_10466,Microbial structure and diversity in non-sanitary landfills and association with physicochemical parameters,2020
PDF13682,35658_5216,Experimental Investigation of Fast Pyrolysis of Isoberlina doka-Derived Sawdust for Bio-Oil Production,2020
PDF13683,36139_5167,Pyrrhotite Ash Waste for Capacitive Adsorption and Fixed-Bed Column Studies: Application for Reactive Red 141 Dye,2020
